id,x,y
4611,559.7189702573455,2094.5055039199888
4610,2355.451342742645,756.0434338748413
4609,2191.460201298087,3992.7729818368693
4608,719.5979701635955,3068.3502770847495
4607,3486.95059219657,471.4570305075401
4606,889.4727394213004,3016.332879112387
4604,1953.3903569616452,4767.1579485426955
4603,2066.6535449085013,4190.4442332746785
4600,3408.9529746489497,2363.0576315641824
4599,4116.916782675226,1311.3224244716348
4598,1964.3113078362449,4620.463674094072
4595,3143.972942290543,3286.1488294439437
4594,2838.0340382771465,4487.419609136903
4591,3287.80384046178,784.0274386403056
4590,1501.2970918812136,2218.4219635698155
4589,2795.8377891951377,1872.4515780105305
4588,2414.5663014191737,2081.59165315216
4587,2164.9941129714043,705.610941748533
4585,2604.7019741676727,2263.5463975916864
4583,-36.39841384540531,2596.2332851397573
4582,3562.615203073233,3635.4996754899266
4580,4747.14018851341,1966.2629264498128
4579,899.7160309372963,933.3753125592781
4578,2303.4313628124028,15.90326219039381
4576,-0.01599393975599739,2467.974932280421
4575,80.62671686298661,2879.752019890461
4573,2110.585649640148,-18.00535231549346
4570,2404.9416763122053,3861.8022589911666
4566,1634.8832918815172,4499.1207203660315
4565,3985.8737424979913,886.6397388530046
4563,1638.4394591655866,1226.870012604605
4562,399.4968611803578,3530.6685621472852
4559,1847.2369871777844,588.1343407953221
4558,2074.6821181877117,3741.3290203030547
4557,3531.399260531505,3677.6191837634897
4556,1696.550335193362,3630.3837327247593
4555,3171.6936630720684,1241.4027679123985
4552,2968.1562233471054,895.5574452927832
4551,1370.4140543640067,745.5436876455427
4549,1043.8684461181992,358.1345851092281
4548,3631.0890022224557,3215.721843875368
4546,4582.885155176273,2743.2936100998663
4545,48.58246230313936,1856.1930204925043
4544,1769.2406546615937,469.35303841515906
4542,840.8973015385105,1749.635155860525
4541,1344.1686893669043,3309.146859853649
4540,1501.81796109426,718.7442067798758
4539,3241.7429937610455,3708.846791168861
4537,31.375984675811043,2989.340820228138
4536,2083.7013481143795,4616.21382506017
4535,4662.487315303807,2222.284670847943
4527,4082.911979544247,1339.238728886187
4526,2787.7131577939113,2208.8668419925443
4524,3063.9291495463976,548.6344598198734
4521,789.1746673155178,945.9681230923679
4520,176.66525817462326,2876.0239573067174
4518,1389.4309959341242,3274.8170603575727
4517,4448.505738365173,4063.7926924241933
4516,830.6695676172459,644.3191978329077
4510,2.4510066248146014,3249.6475053595386
4509,1985.1881578711948,252.70630912285128
4508,3509.666217798498,4527.663255165065
4506,2768.7496606769023,5004.478592375564
4504,3.6770455337950043,3241.837623627784
4501,4576.139527775341,2965.819020557646
4499,496.9049952722039,2411.745547452395
4498,2733.366176837656,205.60727831376366
4497,3248.6486294442075,325.20360858520326
4496,3484.8181208811716,3985.4207315268586
4494,3164.575319920038,691.3296304851984
4492,3334.5803596812193,4381.298203321764
4491,4875.020221394197,1487.4380588843637
4489,3184.073989091663,3420.5072055791356
4488,702.272380988599,785.161214728309
4487,3058.7454744285387,732.1291496593084
4483,4604.997350638227,3621.317544813759
4482,4639.731523724991,1293.7941392079451
4480,4379.397570871203,815.4314010313971
4475,1549.5057544971646,343.8072583387438
4474,2470.8459956631577,216.53086387813156
4472,854.2182387169694,4352.8753570910585
4471,4324.815670368179,3924.9795655185667
4470,4484.786090612096,2795.1076404082196
4469,3965.1864253959034,4501.460127553707
4467,4859.39438289078,1736.3573287061554
